LakeID,date,st,zv,lmo,wind,swr,Latitude,Longitude,Elevation_m,SurfaceArea_km2,Volume_km3,MaxDepth_m,MeanDepth_m,Secchi_m,lmozv,zg,zp,meta_upper,meta_lower,thermo_dep,surf_temp
1,1992-07-17,35.169865778247384,2.947941592416847,3.1953689864956036,3.2932204100520353,142.23731191489398,39.558974,-84.4737257,286,2.5,0.01,8,4,0.71,1.0839322579237078,3.068582267043214,3.4695642916671408,5.059503143986555,8,7.328914385677335,24
1,1993-07-12,87.60711170277816,2.947941592416847,0.4535168725096611,2.0043283265104304,225.93592971794692,39.558974,-84.4737257,286,2.5,0.01,8,4,0.71,0.15384187857597573,3.0696042936893746,3.6382368791311293,2.0363228175817576,8,5.305330496424926,28.4
1,1994-07-17,65.04865486021562,2.947941592416847,0.5598170203498992,2.1825856598341304,236.34148002269313,39.558974,-84.4737257,286,2.5,0.01,8,4,0.71,0.1899009877909208,3.0691647547017014,4.163112814420141,3.8233793590474447,8,4.472429808669196,27.6
1,1995-07-17,102.2293668925827,2.947941592416847,0.7286659143136416,2.5142254705081055,277.5596732519502,39.558974,-84.4737257,286,2.5,0.01,8,4,0.71,0.24717786681663884,3.069888992972339,3.767194316477354,1.8243389857950765,7.059066960299552,4.407180447477815,28.4
1,1996-07-16,90.8776385220844,2.947941592416847,2.377553918294266,3.661293626681013,262.69116167597974,39.558974,-84.4737257,286,2.5,0.01,8,4,0.71,0.8065132377148108,3.069666925223277,4.185405736995021,2.9608760989004623,6.222088203150915,4.415782342642115,25.8
1,1997-07-14,89.7305792909625,2.947941592416847,0.5103881629863543,2.296896800350354,302.131503297311,39.558974,-84.4737257,286,2.5,0.01,8,4,0.71,0.17313374332084935,3.0696446047171007,3.5061353082314497,0,7.166860244708095,4.4346022480426734,27.8
1,1998-07-15,65.98778719211218,2.947941592416847,0.6390930038057333,1.9066742438619768,138.01859227460574,39.558974,-84.4737257,286,2.5,0.01,8,4,0.71,0.21679296681104795,3.0691827597875356,4.121832638131372,2.9528709901257932,8,4.449824588346961,26.5
1,1999-07-13,59.35334824283072,2.947941592416847,0.32724472252613024,2.0146578080566315,317.9826171208142,39.558974,-84.4737257,286,2.5,0.01,8,4,0.71,0.11100787185469344,3.069053650521731,4.212379120865167,3.4034301326897767,7,5.376865244986774,26.7
1,2000-07-14,53.64581382302893,2.947941592416847,1.2310149229414038,2.9258559858309816,258.9212390507961,39.558974,-84.4737257,286,2.5,0.01,8,4,0.71,0.4175845702330099,3.0689426003025386,3.7523237878186726,2.829910761901184,7,5.437792436129178,27
1,2001-07-14,60.53187487994785,2.947941592416847,0.7613869306444475,2.7384706535173406,343.2345620847266,39.558974,-84.4737257,286,2.5,0.01,8,4,0.71,0.2582774816851885,3.069076323599395,4.4192238888390785,3.7863466186848562,7,4.756804768232377,25.53
